,choice_set,choice
55760,"('B', 'C', 'D', 'I')",B
55761,"('F', 'H')",F
55762,"('C', 'D', 'F')",F
55763,"('A', 'B', 'D', 'G')",D
55764,"('C', 'I')",C
55765,"('B', 'D', 'G', 'I')",G
55766,"('A', 'G')",G
55767,"('D', 'H')",H
55768,"('B', 'G')",G
55769,"('A', 'D', 'F', 'I')",D
55770,"('C', 'G', 'H')",G
55771,"('H', 'I')",I
55772,"('A', 'D', 'E')",E
55773,"('A', 'C', 'H', 'I')",A
55774,"('A', 'F', 'I')",F
55775,"('E', 'F')",F
55776,"('B', 'G')",G
55777,"('B', 'C', 'H', 'I')",C
55778,"('A', 'C', 'E', 'G')",G
55779,"('A', 'D', 'E', 'I')",A
55780,"('A', 'E', 'G', 'H')",E
55781,"('A', 'E')",A
55782,"('A', 'C')",C
55783,"('A', 'D', 'F', 'G')",F
55784,"('A', 'B', 'D', 'I')",D
55785,"('D', 'G', 'H')",D
55786,"('A', 'C', 'D', 'E')",E
55787,"('A', 'C', 'D', 'H')",A
55788,"('D', 'F', 'H')",F
55789,"('C', 'D', 'F', 'H')",H
55790,"('F', 'G')",F
55791,"('H', 'I')",H
55792,"('B', 'C', 'D', 'E')",E
55793,"('A', 'D')",D
55794,"('E', 'F')",E
55795,"('G', 'H')",G
55796,"('H', 'I')",I
55797,"('A', 'I')",A
55798,"('A', 'F', 'G', 'H')",H
55799,"('A', 'C', 'D', 'I')",I
55800,"('A', 'C', 'H')",A
55801,"('C', 'H')",C
55802,"('B', 'E', 'H')",E
55803,"('C', 'D', 'E')",E
55804,"('B', 'C')",B
55805,"('G', 'I')",G
55806,"('A', 'H')",A
55807,"('B', 'E', 'F')",F
55808,"('C', 'F', 'G', 'H')",G
55809,"('B', 'F', 'I')",B
55810,"('A', 'F', 'H', 'I')",F
55811,"('E', 'F')",E
55812,"('C', 'D', 'F', 'G')",F
55813,"('A', 'C', 'E', 'F')",F
55814,"('B', 'E')",E
55815,"('B', 'G')",G
55816,"('B', 'F')",F
55817,"('A', 'C', 'E', 'H')",E
55818,"('C', 'H')",H
55819,"('D', 'I')",D
55820,"('B', 'C', 'G', 'I')",G
55821,"('A', 'B', 'C', 'G')",C
55822,"('E', 'I')",I
55823,"('A', 'G')",G
55824,"('A', 'B')",A
55825,"('A', 'D', 'E')",D
55826,"('D', 'E', 'F', 'G')",E
55827,"('C', 'G', 'H', 'I')",G
55828,"('A', 'C')",C
55829,"('E', 'H')",E
55830,"('B', 'C', 'D', 'I')",B
55831,"('B', 'D', 'E')",D
55832,"('C', 'F', 'G', 'H')",F
55833,"('E', 'H', 'I')",E
55834,"('B', 'E', 'H')",E
55835,"('A', 'D', 'G')",G
55836,"('D', 'E', 'G', 'I')",G
55837,"('B', 'D', 'E', 'H')",E
55838,"('A', 'B')",B
55839,"('D', 'G', 'I')",G
55840,"('A', 'B', 'G', 'I')",G
55841,"('E', 'F')",E
55842,"('A', 'B', 'D', 'F')",F
55843,"('E', 'F', 'G')",F
55844,"('A', 'F', 'G', 'I')",A
55845,"('E', 'F', 'H')",E
55846,"('B', 'C', 'D', 'H')",H
55847,"('E', 'F')",E
55848,"('A', 'B', 'C', 'G')",G
55849,"('A', 'B', 'C', 'I')",B
55850,"('D', 'H')",H
55851,"('C', 'D', 'E')",C
55852,"('A', 'C', 'D', 'I')",C
55853,"('E', 'F')",F
55854,"('A', 'C', 'H')",A
55855,"('E', 'F', 'H')",E
55856,"('A', 'B', 'D', 'I')",D
55857,"('B', 'E', 'G', 'I')",B
55858,"('A', 'B', 'C', 'E')",E
55859,"('D', 'H')",D
55860,"('C', 'F', 'H')",F
55861,"('B', 'G')",G
55862,"('E', 'G', 'I')",G
55863,"('B', 'C', 'F', 'H')",F
55864,"('A', 'D', 'F')",A
55865,"('B', 'C')",C
55866,"('A', 'F', 'G', 'H')",F
55867,"('C', 'D', 'G')",G
55868,"('A', 'E', 'G', 'H')",A
55869,"('B', 'I')",B
55870,"('C', 'D', 'E')",E
55871,"('D', 'F', 'G', 'H')",H
55872,"('B', 'E', 'I')",B
55873,"('A', 'G')",G
55874,"('B', 'F', 'I')",F
55875,"('C', 'G', 'H', 'I')",G
55876,"('B', 'H')",B
55877,"('B', 'C', 'D', 'H')",B
55878,"('B', 'C', 'I')",I
55879,"('C', 'F')",F
55880,"('D', 'F', 'I')",F
55881,"('A', 'G')",G
55882,"('A', 'C', 'D', 'G')",G
55883,"('A', 'E', 'H')",E
55884,"('A', 'B', 'G', 'I')",I
55885,"('B', 'H')",B
55886,"('A', 'C', 'G', 'I')",I
55887,"('A', 'B', 'E')",E
55888,"('A', 'E', 'H')",E
55889,"('A', 'B', 'G')",G
55890,"('C', 'E')",E
55891,"('B', 'C', 'E', 'I')",B
55892,"('B', 'E')",E
55893,"('B', 'E', 'I')",E
55894,"('B', 'H')",B
55895,"('B', 'D')",D
55896,"('D', 'E')",D
55897,"('A', 'C', 'H', 'I')",C
55898,"('A', 'B', 'F', 'G')",F
55899,"('B', 'E')",E
55900,"('F', 'I')",F
55901,"('H', 'I')",I
55902,"('C', 'F', 'H', 'I')",I
55903,"('F', 'G', 'I')",F
55904,"('B', 'H', 'I')",H
55905,"('A', 'C', 'H')",H
55906,"('D', 'F', 'G', 'I')",F
55907,"('A', 'B', 'H')",B
55908,"('A', 'C', 'F', 'H')",F
55909,"('B', 'C', 'H')",C
55910,"('G', 'I')",G
55911,"('F', 'G')",F
55912,"('A', 'C')",C
55913,"('A', 'F', 'G', 'H')",F
55914,"('A', 'C', 'D', 'I')",D
55915,"('H', 'I')",H
55916,"('A', 'C', 'D', 'G')",G
55917,"('A', 'E', 'H')",E
55918,"('A', 'B', 'H', 'I')",A
55919,"('F', 'G', 'H')",H
55920,"('C', 'E')",E
55921,"('B', 'D', 'F')",F
55922,"('F', 'I')",F
55923,"('A', 'E', 'F', 'G')",F
55924,"('C', 'F', 'H')",F
55925,"('D', 'E')",E
55926,"('B', 'F')",F
55927,"('C', 'D')",D
55928,"('A', 'F', 'I')",A
55929,"('A', 'D')",A
55930,"('B', 'D')",D
55931,"('A', 'H')",H
55932,"('B', 'C', 'E')",E
55933,"('B', 'C')",B
55934,"('A', 'B', 'E', 'F')",F
55935,"('C', 'E')",E
55936,"('B', 'D')",D
55937,"('A', 'E', 'F', 'G')",E
55938,"('D', 'H')",H
55939,"('D', 'I')",D
55940,"('D', 'E', 'G')",E
55941,"('B', 'E', 'G')",E
55942,"('A', 'B', 'E', 'H')",H
55943,"('B', 'D', 'E', 'F')",D
55944,"('E', 'F', 'G')",F
55945,"('C', 'G', 'H', 'I')",G
55946,"('A', 'D')",D
55947,"('C', 'E', 'F', 'I')",I
55948,"('B', 'C', 'D', 'I')",B
55949,"('E', 'H')",E
55950,"('A', 'B', 'C')",C
55951,"('A', 'F', 'I')",F
55952,"('H', 'I')",H
55953,"('B', 'G', 'H')",G
55954,"('B', 'G')",G
55955,"('B', 'H')",B
55956,"('B', 'C', 'E', 'H')",C
55957,"('B', 'D', 'E', 'G')",E
55958,"('E', 'F')",F
55959,"('A', 'D', 'H')",A
55960,"('D', 'H', 'I')",D
55961,"('C', 'D', 'E')",E
55962,"('E', 'G', 'I')",E
55963,"('F', 'H')",H
55964,"('D', 'F', 'G', 'I')",G
55965,"('D', 'E', 'G', 'I')",D
55966,"('A', 'E', 'G', 'H')",G
55967,"('D', 'E', 'H', 'I')",H
55968,"('B', 'C')",B
55969,"('A', 'B', 'H')",A
55970,"('C', 'D', 'I')",D
55971,"('C', 'D', 'E', 'F')",F
55972,"('D', 'F')",F
55973,"('D', 'G', 'H')",D
55974,"('A', 'B')",A
55975,"('B', 'F', 'I')",F
55976,"('E', 'F', 'G', 'I')",I
55977,"('A', 'I')",A
55978,"('B', 'I')",I
55979,"('D', 'G', 'I')",D
55980,"('D', 'E', 'G', 'I')",E
55981,"('D', 'I')",D
55982,"('A', 'E', 'F', 'I')",I
55983,"('F', 'H')",F
55984,"('B', 'G', 'I')",G
55985,"('B', 'C', 'G')",G
55986,"('E', 'F', 'H')",E
55987,"('B', 'C', 'E')",E
55988,"('A', 'B', 'D')",D
55989,"('A', 'C', 'D')",A
55990,"('C', 'D')",D
55991,"('C', 'E')",E
55992,"('E', 'G')",G
55993,"('A', 'B', 'C', 'E')",B
55994,"('A', 'I')",A
55995,"('B', 'F', 'I')",B
55996,"('B', 'C', 'F', 'H')",H
55997,"('C', 'I')",C
55998,"('C', 'E', 'G')",G
55999,"('D', 'F', 'H', 'I')",D
56000,"('B', 'D', 'E', 'I')",E
56001,"('C', 'F')",F
56002,"('B', 'D', 'G')",D
56003,"('F', 'I')",F
56004,"('A', 'C', 'D', 'G')",G
56005,"('B', 'C')",C
56006,"('A', 'D', 'F', 'I')",F
56007,"('A', 'B', 'F')",F
56008,"('A', 'D', 'I')",A
56009,"('B', 'C', 'I')",B
56010,"('B', 'D', 'I')",B
56011,"('F', 'G', 'H')",F
56012,"('D', 'E')",D
56013,"('E', 'G', 'H', 'I')",H
56014,"('A', 'C', 'I')",C
56015,"('A', 'C', 'I')",C
56016,"('A', 'D', 'F', 'G')",F
56017,"('C', 'E')",E
56018,"('D', 'F', 'I')",D
56019,"('B', 'C')",C
56020,"('B', 'D', 'E')",B
56021,"('A', 'C', 'E', 'I')",I
56022,"('C', 'F', 'H')",H
56023,"('A', 'B', 'E', 'I')",E
56024,"('A', 'E', 'F')",E
56025,"('A', 'B', 'G')",G
56026,"('C', 'F', 'I')",I
56027,"('A', 'H', 'I')",A
56028,"('A', 'E', 'F', 'H')",A
56029,"('B', 'C', 'F')",C
56030,"('D', 'I')",D
56031,"('A', 'F')",A
56032,"('B', 'C', 'E', 'G')",G
56033,"('B', 'C', 'D', 'G')",D
56034,"('A', 'E')",E
56035,"('C', 'E', 'H')",E
56036,"('A', 'B')",B
56037,"('B', 'D')",B
56038,"('D', 'E', 'H', 'I')",H
56039,"('B', 'D', 'E')",D
56040,"('A', 'C')",A
56041,"('C', 'D')",D
56042,"('A', 'D')",A
56043,"('B', 'D', 'I')",B
56044,"('A', 'B', 'E', 'F')",E
56045,"('A', 'F')",A
56046,"('A', 'B', 'E')",E
56047,"('A', 'B', 'D', 'G')",G
56048,"('A', 'C', 'E', 'F')",F
56049,"('B', 'C', 'G', 'H')",G
56050,"('B', 'D', 'E', 'H')",E
56051,"('C', 'E', 'H')",H
56052,"('A', 'C')",A
56053,"('D', 'E', 'G', 'I')",I
56054,"('D', 'F', 'H')",D
56055,"('A', 'B', 'C', 'I')",B
56056,"('A', 'E', 'G')",G
56057,"('D', 'G', 'H')",G
56058,"('F', 'G', 'H', 'I')",F
56059,"('C', 'H', 'I')",H
56060,"('D', 'E')",D
56061,"('A', 'E')",E
56062,"('A', 'I')",A
56063,"('B', 'C', 'H', 'I')",I
56064,"('A', 'D', 'I')",D
56065,"('B', 'D', 'F', 'I')",B
56066,"('C', 'D', 'I')",D
56067,"('A', 'C', 'D', 'H')",A
56068,"('A', 'H')",A
56069,"('E', 'G', 'H')",G
56070,"('A', 'D', 'F', 'H')",A
56071,"('D', 'F')",F
56072,"('F', 'H', 'I')",F
56073,"('E', 'G')",G
56074,"('F', 'I')",I
56075,"('A', 'B')",B
56076,"('E', 'F')",F
56077,"('D', 'G', 'I')",I
56078,"('A', 'B', 'E', 'H')",H
56079,"('A', 'B', 'C', 'D')",D
56080,"('D', 'E', 'G', 'I')",G
56081,"('D', 'H')",D
56082,"('C', 'E', 'G', 'I')",I
56083,"('B', 'D', 'F')",D
56084,"('B', 'C')",B
56085,"('D', 'F')",F
56086,"('C', 'G', 'H', 'I')",I
56087,"('A', 'C', 'F', 'H')",F
56088,"('B', 'D', 'F', 'I')",I
56089,"('F', 'G', 'H')",F
56090,"('A', 'G', 'H')",A
56091,"('D', 'E', 'F', 'I')",E
56092,"('B', 'C', 'H')",C
56093,"('B', 'C', 'F')",B
56094,"('A', 'C')",A
56095,"('B', 'F', 'H', 'I')",B
56096,"('B', 'F')",F
56097,"('C', 'D', 'F')",C
56098,"('B', 'C', 'G', 'H')",B
56099,"('C', 'H', 'I')",H
56100,"('A', 'D', 'H')",H
56101,"('A', 'H', 'I')",A
56102,"('C', 'G', 'I')",G
56103,"('A', 'C', 'D')",D
56104,"('B', 'C', 'D')",B
56105,"('D', 'E', 'F')",E
56106,"('C', 'E', 'I')",E
56107,"('A', 'G')",A
56108,"('A', 'B', 'E')",B
56109,"('C', 'I')",C
56110,"('A', 'E', 'F')",E
56111,"('E', 'G', 'H')",E
56112,"('A', 'D', 'E', 'H')",A
56113,"('B', 'H')",B
56114,"('A', 'D', 'E', 'I')",I
56115,"('D', 'E', 'G')",G
56116,"('B', 'E')",E
56117,"('G', 'I')",G
56118,"('B', 'D')",D
56119,"('C', 'D', 'G', 'H')",G
56120,"('D', 'F', 'G', 'H')",G
56121,"('B', 'C', 'D', 'I')",C
56122,"('C', 'E', 'F', 'I')",C
56123,"('A', 'E', 'H')",E
56124,"('C', 'I')",C
56125,"('A', 'G', 'I')",A
56126,"('A', 'B', 'E')",E
56127,"('B', 'G', 'H')",G
56128,"('F', 'G')",F
56129,"('A', 'D', 'F')",F
56130,"('A', 'B', 'C')",B
56131,"('C', 'E', 'G', 'I')",G
56132,"('A', 'C', 'E', 'F')",C
56133,"('A', 'E')",E
56134,"('C', 'H')",C
56135,"('E', 'F')",F
56136,"('C', 'D')",D
56137,"('B', 'D', 'I')",B
56138,"('B', 'I')",B
56139,"('B', 'G')",B
56140,"('B', 'C', 'G')",G
56141,"('D', 'E', 'F')",F
56142,"('A', 'B', 'D', 'E')",D
56143,"('C', 'E', 'F', 'G')",C
56144,"('A', 'D', 'E')",D
56145,"('B', 'F')",F
56146,"('B', 'I')",B
56147,"('G', 'H')",G
56148,"('A', 'D')",D
56149,"('B', 'H')",B
56150,"('A', 'H')",A
56151,"('A', 'C', 'D', 'G')",D
56152,"('A', 'D', 'E')",E
56153,"('C', 'E', 'G')",E
56154,"('A', 'B', 'I')",B
56155,"('A', 'D', 'F', 'I')",F
56156,"('B', 'E', 'H', 'I')",E
56157,"('C', 'D', 'F', 'I')",C
56158,"('B', 'F', 'G', 'I')",G
56159,"('B', 'E')",E
56160,"('B', 'F', 'H', 'I')",F
56161,"('D', 'E', 'F')",E
56162,"('E', 'H')",H
56163,"('B', 'C', 'H')",B
56164,"('H', 'I')",H
56165,"('C', 'D', 'F')",F
56166,"('A', 'B', 'C', 'H')",C
56167,"('A', 'D', 'F')",A
56168,"('B', 'C', 'G')",G
56169,"('A', 'F', 'G', 'I')",A
56170,"('G', 'H', 'I')",G
56171,"('A', 'I')",I
56172,"('A', 'E')",A
56173,"('A', 'C', 'F', 'H')",F
56174,"('H', 'I')",H
56175,"('B', 'F', 'G', 'H')",G
56176,"('B', 'C', 'D', 'G')",D
56177,"('D', 'E', 'I')",D
56178,"('D', 'F', 'G', 'I')",F
56179,"('A', 'C', 'G', 'I')",A
56180,"('A', 'D')",D
56181,"('B', 'C', 'D', 'G')",B
56182,"('B', 'D', 'F')",D
56183,"('C', 'D', 'F')",F
56184,"('B', 'E', 'F')",F
56185,"('A', 'C', 'F', 'H')",C
56186,"('A', 'B', 'I')",B
56187,"('F', 'G', 'H')",F
56188,"('B', 'C', 'D', 'E')",D
56189,"('A', 'D', 'G', 'H')",G
56190,"('C', 'D', 'G', 'I')",G
56191,"('E', 'G')",G
56192,"('B', 'E', 'F')",E
56193,"('D', 'E', 'G')",G
56194,"('C', 'D', 'F')",D
56195,"('B', 'D', 'G', 'I')",G
56196,"('F', 'G', 'I')",F
56197,"('D', 'H')",D
56198,"('A', 'B', 'C', 'G')",G
56199,"('B', 'E', 'G', 'H')",H
56200,"('C', 'G')",G
56201,"('B', 'D', 'F')",F
56202,"('B', 'H')",B
56203,"('E', 'I')",I
56204,"('B', 'E', 'G', 'I')",E
56205,"('D', 'F', 'G', 'I')",D
56206,"('A', 'B', 'I')",A
56207,"('D', 'E', 'F')",E
56208,"('C', 'F', 'G', 'H')",F
56209,"('C', 'F', 'G')",C
56210,"('E', 'F', 'I')",F
56211,"('B', 'H')",B
56212,"('B', 'E', 'F', 'I')",F
56213,"('A', 'D', 'G', 'I')",G
56214,"('A', 'D', 'E', 'F')",D
56215,"('A', 'C', 'G', 'H')",H
56216,"('C', 'E', 'G', 'H')",G
56217,"('F', 'H')",H
56218,"('A', 'C')",A
56219,"('A', 'B', 'D', 'G')",B
56220,"('F', 'I')",I
56221,"('A', 'B', 'C', 'G')",B
56222,"('C', 'H')",C
56223,"('C', 'F', 'G', 'H')",C
56224,"('C', 'F', 'G', 'H')",F
56225,"('C', 'E')",E
56226,"('B', 'E', 'F')",F
56227,"('C', 'F')",C
56228,"('D', 'E')",D
56229,"('A', 'C', 'F', 'G')",A
56230,"('E', 'H')",E
56231,"('D', 'E')",E
56232,"('A', 'E', 'F')",E
56233,"('D', 'H', 'I')",D
56234,"('D', 'H')",H
56235,"('B', 'F', 'I')",F
56236,"('E', 'H', 'I')",H
56237,"('B', 'E', 'G', 'H')",B
56238,"('B', 'C', 'E', 'H')",E
56239,"('A', 'B', 'G')",G
56240,"('D', 'I')",D
56241,"('A', 'F', 'I')",F
56242,"('A', 'G', 'H')",G
56243,"('A', 'C')",A
56244,"('B', 'E', 'F', 'H')",F
56245,"('A', 'B', 'H', 'I')",H
56246,"('F', 'I')",F
56247,"('C', 'D', 'H', 'I')",D
56248,"('B', 'D', 'F', 'I')",I
56249,"('A', 'C', 'I')",C
56250,"('C', 'D', 'F', 'I')",F
56251,"('E', 'I')",E
56252,"('C', 'G')",G
56253,"('E', 'F')",E
56254,"('A', 'C', 'F', 'G')",F
56255,"('A', 'E', 'G', 'H')",H
56256,"('C', 'D', 'G', 'H')",D
56257,"('A', 'E', 'G', 'I')",I
56258,"('F', 'H', 'I')",F
56259,"('A', 'H')",A
56260,"('A', 'E', 'H')",E
56261,"('F', 'H', 'I')",F
56262,"('D', 'F', 'H', 'I')",F
56263,"('A', 'F', 'H')",F
56264,"('B', 'C')",B
56265,"('B', 'C', 'E')",E
56266,"('D', 'H')",H
56267,"('A', 'C', 'H', 'I')",I
56268,"('B', 'E', 'F')",E
56269,"('F', 'G', 'H', 'I')",I
56270,"('A', 'B', 'D')",A
56271,"('B', 'C', 'G')",G
56272,"('A', 'D', 'G', 'I')",A
56273,"('B', 'D', 'F', 'I')",D
56274,"('E', 'H')",H
56275,"('F', 'G')",F
56276,"('C', 'E', 'I')",E
56277,"('A', 'E', 'F')",F
56278,"('D', 'E', 'F')",E
56279,"('A', 'B', 'C')",B
56280,"('A', 'D', 'E')",A
56281,"('A', 'C', 'G')",G
56282,"('E', 'H')",E
56283,"('A', 'I')",I
56284,"('C', 'F', 'I')",C
56285,"('A', 'C', 'D', 'F')",F
56286,"('B', 'C', 'D', 'H')",B
56287,"('F', 'I')",F
56288,"('A', 'C', 'E', 'H')",H
56289,"('C', 'E', 'H')",E
56290,"('A', 'B', 'E', 'H')",E
56291,"('C', 'I')",C
56292,"('B', 'H', 'I')",I
56293,"('B', 'C', 'H', 'I')",B
56294,"('E', 'G', 'H', 'I')",I
56295,"('H', 'I')",H
56296,"('B', 'E')",E
56297,"('A', 'B', 'E')",E
56298,"('B', 'C', 'I')",B
56299,"('A', 'B', 'C', 'F')",A
56300,"('A', 'C', 'H', 'I')",A
56301,"('B', 'D', 'F')",F
56302,"('A', 'I')",A
56303,"('D', 'E')",D
56304,"('B', 'I')",B
56305,"('F', 'G')",G
56306,"('B', 'D', 'F', 'I')",I
56307,"('C', 'D')",D
56308,"('C', 'I')",C
56309,"('B', 'G')",G
56310,"('C', 'E', 'F', 'I')",F
56311,"('B', 'D', 'E', 'G')",B
56312,"('B', 'E', 'G')",B
56313,"('B', 'E')",E
56314,"('A', 'F', 'H')",F
56315,"('C', 'E', 'G')",G
56316,"('C', 'D', 'G')",G
56317,"('D', 'F', 'H')",D
56318,"('D', 'G', 'H')",G
56319,"('B', 'C', 'D')",D
56320,"('B', 'F', 'G', 'I')",B
56321,"('A', 'D', 'E')",A
56322,"('B', 'C', 'H', 'I')",C
56323,"('E', 'F')",E
56324,"('C', 'G', 'I')",G
56325,"('A', 'D', 'F', 'H')",D
56326,"('D', 'F', 'H')",F
56327,"('B', 'H')",B
56328,"('C', 'D', 'H')",H
56329,"('C', 'D', 'F', 'I')",D
56330,"('E', 'G', 'I')",I
56331,"('E', 'H', 'I')",E
56332,"('F', 'H')",H
56333,"('A', 'B', 'C', 'E')",E
56334,"('H', 'I')",H
56335,"('D', 'E')",D
56336,"('E', 'H')",E
56337,"('A', 'F')",F
56338,"('D', 'F', 'H', 'I')",F
56339,"('E', 'G')",G
56340,"('B', 'C', 'E', 'F')",F
56341,"('B', 'H')",B
56342,"('B', 'C', 'E', 'H')",E
56343,"('A', 'B', 'I')",B
56344,"('A', 'C', 'G', 'H')",H
56345,"('A', 'C')",C
56346,"('B', 'H')",B
56347,"('A', 'B', 'E', 'G')",A
56348,"('D', 'G', 'I')",G
56349,"('D', 'F', 'I')",F
56350,"('A', 'B', 'G', 'I')",G
56351,"('A', 'C', 'D', 'E')",E
56352,"('B', 'D', 'I')",D
56353,"('D', 'G', 'I')",I
56354,"('A', 'D', 'I')",A
56355,"('A', 'E', 'I')",I
56356,"('A', 'C', 'D', 'H')",H
56357,"('D', 'F')",F
56358,"('G', 'H', 'I')",I
56359,"('A', 'E', 'G')",G
56360,"('B', 'C', 'I')",C
56361,"('D', 'I')",D
56362,"('B', 'C', 'E', 'H')",E
56363,"('A', 'G')",G
56364,"('D', 'I')",D
56365,"('C', 'D', 'F')",F
56366,"('A', 'F', 'I')",F
56367,"('F', 'H')",H
56368,"('A', 'G')",G
56369,"('A', 'E')",A
56370,"('B', 'F', 'H')",F
56371,"('E', 'I')",E
56372,"('A', 'D')",D
56373,"('B', 'C')",C
56374,"('A', 'C', 'F', 'G')",F
56375,"('B', 'E')",B
56376,"('E', 'F', 'G')",G
56377,"('B', 'E', 'H')",E
56378,"('B', 'E', 'F', 'H')",H
56379,"('B', 'D')",B
56380,"('A', 'G', 'H')",H
56381,"('D', 'E')",E
56382,"('A', 'D')",D
56383,"('A', 'E', 'G', 'H')",G
56384,"('C', 'H')",H
56385,"('A', 'D', 'E', 'G')",G
56386,"('E', 'F', 'G')",G
56387,"('C', 'D', 'E')",E
56388,"('A', 'I')",A
56389,"('A', 'C', 'D', 'H')",A
56390,"('C', 'F', 'G', 'H')",F
56391,"('A', 'E', 'G')",A
56392,"('C', 'E', 'F')",F
56393,"('F', 'G', 'H')",G
56394,"('A', 'C', 'E', 'H')",A
56395,"('B', 'E', 'H')",H
56396,"('F', 'G')",F
56397,"('B', 'H')",B
56398,"('A', 'B', 'F')",B
56399,"('A', 'C', 'E')",E
56400,"('A', 'C', 'H')",C
56401,"('B', 'C')",B
56402,"('F', 'G')",F
56403,"('A', 'G', 'H')",A
56404,"('H', 'I')",H
56405,"('C', 'D', 'E', 'H')",H
56406,"('A', 'C')",C
56407,"('A', 'B', 'C', 'D')",C
56408,"('B', 'E')",B
56409,"('D', 'E', 'H')",E
56410,"('A', 'C', 'F', 'H')",F
56411,"('B', 'C', 'E', 'F')",F
56412,"('A', 'B', 'H', 'I')",A
56413,"('E', 'I')",E
56414,"('C', 'D', 'G')",G
56415,"('D', 'G', 'H', 'I')",I
56416,"('A', 'G', 'H')",G
56417,"('F', 'H')",F
56418,"('A', 'B', 'F')",F
56419,"('B', 'C', 'H', 'I')",B
56420,"('B', 'I')",B
56421,"('A', 'C', 'I')",A
56422,"('A', 'C', 'E', 'H')",A
56423,"('B', 'D', 'G', 'H')",G
56424,"('E', 'H')",E
56425,"('A', 'D', 'F', 'I')",A
56426,"('F', 'G', 'H')",F
56427,"('D', 'E', 'I')",D
56428,"('A', 'D', 'E', 'F')",F
56429,"('B', 'D', 'H')",D
56430,"('C', 'F', 'H')",F
56431,"('A', 'F')",A
56432,"('C', 'D')",D
56433,"('B', 'E')",B
56434,"('H', 'I')",H
56435,"('C', 'E', 'F', 'H')",F
56436,"('A', 'C', 'D', 'H')",A
56437,"('A', 'D', 'I')",D
56438,"('E', 'G', 'H')",G
56439,"('F', 'G')",F
56440,"('B', 'G', 'H')",G
56441,"('A', 'E', 'F', 'G')",A
56442,"('B', 'C', 'D', 'I')",D
56443,"('A', 'F')",F
56444,"('A', 'B', 'G')",G
56445,"('B', 'I')",B
56446,"('B', 'E')",E
56447,"('C', 'E', 'G', 'H')",C
56448,"('A', 'D')",D
56449,"('B', 'D', 'H', 'I')",D
56450,"('A', 'H')",A
56451,"('B', 'C', 'G', 'I')",I
56452,"('A', 'B', 'F', 'I')",I
56453,"('A', 'F')",A
56454,"('E', 'F', 'G')",E
56455,"('A', 'C', 'E', 'H')",E
56456,"('C', 'I')",I
56457,"('A', 'E', 'G', 'I')",A
56458,"('A', 'C', 'E')",E
56459,"('C', 'G', 'H')",G
56460,"('D', 'G')",G
56461,"('A', 'E')",E
56462,"('A', 'C', 'G')",A
56463,"('B', 'C')",B
56464,"('A', 'C', 'D', 'F')",C
56465,"('G', 'H')",G
56466,"('A', 'G')",G
56467,"('A', 'D', 'E', 'F')",F
56468,"('B', 'F')",B
56469,"('B', 'E', 'G')",E
56470,"('A', 'C', 'D', 'E')",C
56471,"('C', 'D', 'E')",D
56472,"('F', 'G')",G
56473,"('B', 'C', 'G', 'I')",I
56474,"('E', 'G')",G
56475,"('B', 'G')",B
56476,"('A', 'B', 'F', 'H')",H
56477,"('B', 'H', 'I')",H
56478,"('D', 'F', 'G')",G
56479,"('D', 'H')",D
56480,"('B', 'D', 'H')",B
56481,"('E', 'H')",H
56482,"('C', 'E', 'F')",F
56483,"('A', 'B')",B
56484,"('A', 'B', 'G', 'H')",H
56485,"('A', 'G', 'H', 'I')",G
56486,"('A', 'B', 'C', 'E')",E
56487,"('C', 'D', 'E', 'F')",F
56488,"('B', 'C')",B
56489,"('B', 'F')",F
56490,"('A', 'I')",I
56491,"('B', 'D', 'E')",E
56492,"('A', 'E')",E
56493,"('C', 'D', 'E', 'I')",E
56494,"('C', 'E', 'H', 'I')",H
56495,"('A', 'B', 'C', 'D')",D
56496,"('C', 'D', 'F')",F
56497,"('D', 'G', 'I')",G
56498,"('F', 'G', 'H')",F
56499,"('B', 'I')",B
56500,"('B', 'F', 'H')",F
56501,"('B', 'H')",B
56502,"('A', 'B', 'C', 'I')",B
56503,"('B', 'E')",E
56504,"('B', 'C', 'E', 'G')",B
56505,"('A', 'D')",A
56506,"('B', 'C', 'D', 'E')",D
56507,"('D', 'E', 'G', 'H')",G
56508,"('B', 'D', 'F', 'I')",B
56509,"('A', 'F', 'G')",F
56510,"('B', 'C', 'D', 'H')",D
56511,"('F', 'G')",F
56512,"('B', 'E', 'G', 'H')",G
56513,"('E', 'H', 'I')",H
56514,"('D', 'E', 'H')",H
56515,"('B', 'F')",F
56516,"('B', 'C', 'D', 'E')",D
56517,"('A', 'D', 'E')",E
56518,"('B', 'F', 'H')",B
56519,"('B', 'C', 'F', 'H')",F
56520,"('B', 'F', 'H')",F
56521,"('A', 'G')",A
56522,"('D', 'E', 'F')",F
56523,"('B', 'H')",H
56524,"('A', 'G', 'I')",A
56525,"('E', 'F')",F
56526,"('A', 'B', 'E', 'F')",B
56527,"('E', 'G', 'H', 'I')",H
56528,"('A', 'C', 'H', 'I')",A
56529,"('A', 'F', 'G')",G
56530,"('D', 'F', 'G')",F
56531,"('D', 'G', 'H')",G
56532,"('B', 'C', 'E')",B
56533,"('A', 'D', 'F', 'G')",F
56534,"('B', 'D', 'E', 'G')",E
56535,"('C', 'I')",I
56536,"('A', 'F')",F
56537,"('C', 'D')",D
56538,"('C', 'G', 'H', 'I')",H
