,choice_set,choice
37148,"('L', 'N')",L
37149,"('K', 'M')",M
37150,"('D', 'N')",D
37151,"('C', 'E')",C
37152,"('F', 'K', 'M')",M
37153,"('I', 'L', 'M', 'O')",L
37154,"('B', 'G', 'H', 'N')",G
37155,"('E', 'L')",L
37156,"('J', 'K', 'O')",O
37157,"('B', 'L')",B
37158,"('A', 'B', 'K', 'N')",K
37159,"('G', 'K', 'M', 'O')",K
37160,"('I', 'K', 'L', 'Q')",K
37161,"('M', 'O', 'Q')",O
37162,"('E', 'N')",N
37163,"('A', 'I', 'M')",A
37164,"('A', 'F', 'G', 'Q')",G
37165,"('C', 'M', 'O', 'Q')",Q
37166,"('C', 'D', 'G', 'K')",G
37167,"('A', 'G', 'I')",I
37168,"('A', 'B', 'F', 'G')",F
37169,"('A', 'C', 'K', 'O')",A
37170,"('D', 'F', 'O', 'Q')",F
37171,"('E', 'K', 'M', 'P')",K
37172,"('J', 'K', 'P')",K
37173,"('H', 'J', 'M', 'N')",J
37174,"('E', 'J', 'P')",E
37175,"('A', 'J', 'O')",O
37176,"('N', 'O')",O
37177,"('B', 'O', 'P')",P
37178,"('A', 'J')",J
37179,"('E', 'L')",E
37180,"('A', 'F')",F
37181,"('G', 'Q')",Q
37182,"('H', 'L', 'N', 'O')",H
37183,"('B', 'K', 'N')",N
37184,"('B', 'H', 'J', 'M')",M
37185,"('A', 'G', 'O')",A
37186,"('F', 'G', 'J', 'O')",O
37187,"('E', 'M')",E
37188,"('H', 'N')",N
37189,"('B', 'J', 'K', 'O')",K
37190,"('A', 'B', 'E', 'N')",E
37191,"('F', 'O')",F
37192,"('K', 'M', 'N')",K
37193,"('C', 'M', 'Q')",Q
37194,"('F', 'G', 'H', 'O')",F
37195,"('E', 'M', 'O')",E
37196,"('F', 'M', 'Q')",F
37197,"('F', 'G', 'J', 'P')",F
37198,"('D', 'E', 'F')",E
37199,"('H', 'K', 'O', 'P')",O
37200,"('E', 'G')",G
37201,"('B', 'Q')",B
37202,"('B', 'L')",L
37203,"('C', 'E', 'H', 'Q')",H
37204,"('F', 'Q')",F
37205,"('F', 'M')",M
37206,"('A', 'B')",A
37207,"('E', 'G', 'H')",E
37208,"('J', 'P')",P
37209,"('A', 'H')",H
37210,"('B', 'K')",K
37211,"('C', 'G', 'I')",C
37212,"('C', 'G')",C
37213,"('D', 'F')",D
37214,"('A', 'I', 'M')",M
37215,"('G', 'J', 'M')",J
37216,"('B', 'M', 'Q')",Q
37217,"('E', 'Q')",E
37218,"('L', 'P')",L
37219,"('F', 'G')",F
37220,"('E', 'G', 'L', 'Q')",G
37221,"('A', 'B', 'D', 'O')",D
37222,"('E', 'M', 'Q')",E
37223,"('J', 'N')",J
37224,"('A', 'J')",J
37225,"('G', 'Q')",Q
37226,"('G', 'N', 'P')",N
37227,"('A', 'B')",A
37228,"('A', 'D', 'I', 'J')",I
37229,"('H', 'O', 'Q')",O
37230,"('A', 'L', 'N')",N
37231,"('H', 'K')",H
37232,"('A', 'C', 'H')",C
37233,"('C', 'N', 'Q')",C
37234,"('A', 'F', 'L')",A
37235,"('E', 'G', 'Q')",E
37236,"('B', 'G', 'M', 'P')",B
37237,"('F', 'K')",F
37238,"('B', 'L')",L
37239,"('H', 'J', 'L', 'N')",H
37240,"('A', 'K', 'P', 'Q')",K
37241,"('M', 'P')",M
37242,"('A', 'I', 'M')",A
37243,"('D', 'P')",P
37244,"('D', 'L', 'N', 'Q')",D
37245,"('N', 'P')",N
37246,"('B', 'K', 'L', 'P')",B
37247,"('B', 'G', 'I', 'K')",G
37248,"('I', 'J', 'L')",I
37249,"('D', 'N', 'Q')",D
37250,"('C', 'O', 'Q')",C
37251,"('D', 'N')",N
37252,"('L', 'N')",L
37253,"('C', 'K', 'O')",C
37254,"('F', 'O')",O
37255,"('C', 'H', 'K')",K
37256,"('B', 'D', 'E', 'L')",E
37257,"('I', 'N', 'O')",I
37258,"('H', 'K')",H
37259,"('B', 'M')",M
37260,"('G', 'I')",G
37261,"('B', 'C', 'N')",C
37262,"('K', 'M')",K
37263,"('C', 'D', 'G', 'H')",D
37264,"('A', 'M', 'P')",M
37265,"('A', 'D', 'G', 'P')",P
37266,"('B', 'D', 'J')",D
37267,"('D', 'M', 'N', 'Q')",D
37268,"('D', 'J', 'P')",P
37269,"('A', 'B', 'F')",F
37270,"('N', 'Q')",N
37271,"('G', 'M', 'N', 'O')",G
37272,"('L', 'N')",N
37273,"('C', 'F', 'N')",F
37274,"('I', 'K', 'N', 'O')",I
37275,"('J', 'N', 'Q')",N
37276,"('C', 'M')",C
37277,"('F', 'L', 'Q')",F
37278,"('J', 'L')",L
37279,"('F', 'P')",F
37280,"('G', 'H', 'N')",N
37281,"('I', 'N')",I
37282,"('C', 'M', 'P')",M
37283,"('A', 'C', 'G')",A
37284,"('E', 'P')",E
37285,"('H', 'P')",H
37286,"('A', 'M')",M
37287,"('J', 'M')",M
37288,"('D', 'I', 'M', 'O')",D
37289,"('M', 'N', 'Q')",N
37290,"('A', 'Q')",A
37291,"('E', 'O', 'P')",E
37292,"('H', 'L', 'M', 'Q')",H
37293,"('E', 'H')",E
37294,"('A', 'B', 'M', 'Q')",Q
37295,"('C', 'H', 'K', 'L')",L
37296,"('I', 'J', 'K')",K
37297,"('B', 'F', 'K')",B
37298,"('F', 'I')",F
37299,"('D', 'F', 'K')",F
37300,"('H', 'I', 'P')",I
37301,"('B', 'G', 'L', 'M')",B
37302,"('J', 'K', 'N', 'O')",N
37303,"('A', 'B', 'K', 'Q')",Q
37304,"('A', 'N', 'Q')",N
37305,"('C', 'D', 'G', 'H')",G
37306,"('G', 'N')",G
37307,"('N', 'P', 'Q')",P
37308,"('A', 'H')",A
37309,"('F', 'M')",F
37310,"('B', 'E', 'G', 'O')",E
37311,"('B', 'O', 'Q')",B
37312,"('H', 'K', 'N')",H
37313,"('D', 'L', 'M')",D
37314,"('A', 'O', 'P')",P
37315,"('I', 'Q')",Q
37316,"('K', 'O')",O
37317,"('H', 'O')",H
37318,"('J', 'M')",M
37319,"('K', 'O')",O
37320,"('D', 'K', 'L', 'P')",P
37321,"('C', 'F', 'N', 'P')",C
37322,"('A', 'P')",A
37323,"('B', 'C')",B
37324,"('K', 'M', 'N')",K
37325,"('D', 'E', 'K')",D
37326,"('C', 'H', 'N')",N
37327,"('H', 'I')",I
37328,"('H', 'I')",H
37329,"('C', 'H', 'I', 'L')",C
37330,"('D', 'K', 'M', 'O')",O
37331,"('G', 'M')",M
37332,"('C', 'D', 'H', 'I')",H
37333,"('A', 'D')",D
37334,"('F', 'G', 'J')",J
37335,"('C', 'O', 'P')",C
37336,"('D', 'M')",D
37337,"('C', 'F', 'Q')",C
37338,"('C', 'D', 'H', 'J')",H
37339,"('A', 'N')",N
37340,"('A', 'F', 'N', 'Q')",F
37341,"('B', 'N', 'Q')",N
37342,"('G', 'H', 'P')",H
37343,"('I', 'J')",I
37344,"('B', 'F')",F
37345,"('B', 'N')",N
37346,"('C', 'G', 'L', 'P')",C
37347,"('J', 'L')",L
37348,"('D', 'G', 'H', 'K')",D
37349,"('A', 'E', 'F', 'G')",A
37350,"('G', 'H', 'I', 'L')",L
37351,"('B', 'C', 'O')",O
37352,"('F', 'O')",O
37353,"('J', 'Q')",J
37354,"('B', 'F', 'G', 'N')",N
37355,"('D', 'J', 'K')",D
37356,"('C', 'H', 'I')",C
37357,"('D', 'F', 'G', 'K')",F
37358,"('N', 'O')",N
37359,"('D', 'F', 'M')",D
37360,"('H', 'K')",H
37361,"('E', 'F', 'G', 'Q')",F
37362,"('D', 'M')",M
37363,"('F', 'N')",F
37364,"('E', 'I', 'O')",E
37365,"('D', 'H', 'J')",D
37366,"('B', 'J')",J
37367,"('A', 'E', 'I', 'L')",E
37368,"('I', 'M')",M
37369,"('L', 'O')",O
37370,"('A', 'L')",A
37371,"('B', 'C', 'J', 'L')",B
37372,"('A', 'K')",K
37373,"('A', 'L', 'M')",A
37374,"('F', 'G', 'H')",F
37375,"('H', 'I', 'N', 'O')",O
37376,"('E', 'K', 'N', 'P')",K
37377,"('A', 'E')",E
37378,"('K', 'Q')",Q
37379,"('C', 'D', 'M', 'O')",D
37380,"('C', 'E', 'J', 'M')",M
37381,"('C', 'E', 'L', 'P')",P
37382,"('A', 'E', 'F', 'L')",F
37383,"('B', 'J', 'N')",B
37384,"('D', 'F', 'G', 'M')",F
37385,"('D', 'F', 'G', 'M')",F
37386,"('F', 'G', 'O')",G
37387,"('G', 'I', 'N')",I
37388,"('D', 'H', 'I', 'J')",J
37389,"('A', 'C', 'D', 'I')",I
37390,"('E', 'O')",O
37391,"('C', 'L')",L
37392,"('A', 'H')",A
37393,"('E', 'G', 'Q')",Q
37394,"('K', 'N', 'O')",O
37395,"('G', 'H', 'M', 'Q')",Q
37396,"('I', 'J', 'M', 'P')",M
37397,"('E', 'F', 'J', 'O')",F
37398,"('I', 'Q')",I
37399,"('D', 'F')",F
37400,"('A', 'Q')",A
37401,"('O', 'Q')",O
37402,"('B', 'K', 'L')",L
37403,"('C', 'H', 'K')",K
37404,"('A', 'M', 'O')",A
37405,"('G', 'N', 'O', 'Q')",O
37406,"('D', 'N', 'P')",D
37407,"('G', 'M')",G
37408,"('I', 'K', 'Q')",K
37409,"('C', 'F', 'P')",F
37410,"('B', 'C', 'H', 'Q')",H
37411,"('C', 'L', 'O', 'Q')",C
37412,"('D', 'J', 'Q')",Q
37413,"('K', 'N', 'P')",N
37414,"('A', 'D', 'H', 'K')",D
37415,"('B', 'E', 'F', 'J')",J
37416,"('F', 'G', 'N')",N
37417,"('G', 'H')",G
37418,"('F', 'N', 'O')",O
37419,"('F', 'K')",F
37420,"('C', 'E', 'L', 'P')",L
37421,"('I', 'M', 'N', 'P')",N
37422,"('D', 'E', 'I', 'L')",D
37423,"('C', 'L', 'N')",L
37424,"('C', 'H', 'I')",C
37425,"('K', 'L')",L
37426,"('M', 'N')",N
37427,"('F', 'G', 'J')",G
37428,"('A', 'D', 'E', 'J')",J
37429,"('A', 'G')",A
37430,"('D', 'G', 'H', 'N')",D
37431,"('A', 'H')",H
37432,"('N', 'O')",N
37433,"('H', 'I', 'M', 'N')",I
37434,"('A', 'H', 'K', 'O')",H
37435,"('H', 'I', 'Q')",Q
37436,"('C', 'F', 'H')",F
37437,"('C', 'G', 'I', 'K')",G
37438,"('A', 'N')",N
37439,"('H', 'J', 'L', 'N')",H
37440,"('F', 'G', 'M', 'P')",F
37441,"('C', 'G', 'I', 'M')",C
37442,"('B', 'G', 'K')",K
37443,"('A', 'C', 'F', 'J')",F
37444,"('C', 'I')",C
37445,"('K', 'L')",K
37446,"('A', 'F')",F
37447,"('B', 'F', 'M')",F
37448,"('A', 'I', 'K')",A
37449,"('J', 'L')",L
37450,"('D', 'E', 'I', 'N')",N
37451,"('B', 'C', 'E')",E
37452,"('A', 'P')",A
37453,"('B', 'C', 'E')",B
37454,"('E', 'I', 'J', 'P')",I
37455,"('H', 'L')",L
37456,"('A', 'P')",A
37457,"('B', 'L')",L
37458,"('G', 'L')",G
37459,"('D', 'Q')",D
37460,"('E', 'G', 'L', 'Q')",G
37461,"('A', 'F', 'O')",O
37462,"('C', 'Q')",Q
37463,"('H', 'K')",H
37464,"('F', 'G')",G
37465,"('D', 'F', 'I', 'J')",D
37466,"('C', 'D', 'J', 'K')",K
37467,"('B', 'C', 'P', 'Q')",C
37468,"('D', 'I', 'K', 'N')",N
37469,"('G', 'L', 'N')",N
37470,"('H', 'I')",I
37471,"('B', 'C', 'K', 'Q')",B
37472,"('F', 'G', 'L')",F
37473,"('J', 'O')",J
37474,"('G', 'H', 'I')",G
37475,"('B', 'G', 'J', 'O')",O
37476,"('D', 'G', 'H', 'N')",D
37477,"('A', 'D', 'F')",F
37478,"('C', 'M')",M
37479,"('B', 'C')",C
37480,"('A', 'B', 'G')",B
37481,"('C', 'H', 'L', 'P')",L
37482,"('F', 'Q')",F
37483,"('D', 'I', 'J', 'M')",J
37484,"('I', 'K')",K
37485,"('A', 'C', 'K', 'P')",C
37486,"('E', 'K')",E
37487,"('M', 'O')",O
37488,"('F', 'H', 'J', 'Q')",J
37489,"('E', 'K')",E
37490,"('B', 'F', 'I', 'J')",B
37491,"('G', 'L')",L
37492,"('B', 'H', 'J')",J
37493,"('C', 'Q')",Q
37494,"('D', 'Q')",D
37495,"('B', 'N')",B
37496,"('H', 'P')",H
37497,"('E', 'G', 'I', 'J')",J
37498,"('B', 'H')",B
37499,"('E', 'G', 'N')",N
37500,"('D', 'G', 'J', 'K')",D
37501,"('B', 'D')",D
37502,"('B', 'C', 'F', 'L')",L
37503,"('D', 'G', 'M', 'Q')",D
37504,"('D', 'M', 'O')",D
37505,"('G', 'O')",O
37506,"('J', 'L', 'N', 'O')",L
37507,"('D', 'G')",D
37508,"('M', 'N')",M
37509,"('G', 'H', 'L', 'O')",O
37510,"('A', 'B', 'N')",N
37511,"('A', 'B', 'M')",M
37512,"('L', 'O')",L
37513,"('O', 'Q')",O
37514,"('E', 'G', 'O')",G
37515,"('D', 'K', 'N', 'O')",N
37516,"('C', 'J', 'N')",C
37517,"('D', 'F', 'H')",H
37518,"('D', 'F', 'L')",F
37519,"('A', 'H', 'O')",A
37520,"('C', 'D', 'N')",C
37521,"('A', 'M')",A
37522,"('B', 'H')",H
37523,"('G', 'I', 'O')",I
37524,"('D', 'L', 'N')",N
37525,"('E', 'K')",K
37526,"('C', 'D', 'J', 'K')",D
37527,"('B', 'D', 'J', 'N')",D
37528,"('C', 'K', 'Q')",C
37529,"('A', 'F')",A
37530,"('A', 'C', 'J')",A
37531,"('E', 'J', 'O', 'P')",E
37532,"('C', 'L', 'P', 'Q')",L
37533,"('B', 'C', 'F')",F
37534,"('B', 'O')",B
37535,"('A', 'K')",A
37536,"('J', 'K')",K
37537,"('C', 'H')",H
37538,"('G', 'Q')",G
37539,"('A', 'E')",E
37540,"('A', 'C', 'Q')",C
37541,"('A', 'C', 'K', 'O')",O
37542,"('E', 'K')",E
37543,"('D', 'E', 'M', 'N')",E
37544,"('D', 'G')",D
37545,"('G', 'I', 'K', 'O')",O
37546,"('D', 'E', 'I', 'Q')",E
37547,"('F', 'L', 'P')",F
37548,"('C', 'D', 'G', 'J')",D
37549,"('G', 'I', 'J', 'K')",J
37550,"('K', 'M')",K
37551,"('A', 'B', 'C', 'F')",C
37552,"('K', 'P')",K
37553,"('B', 'F', 'L', 'O')",L
37554,"('A', 'B')",A
37555,"('I', 'K', 'N', 'P')",P
37556,"('B', 'O')",O
37557,"('C', 'H', 'I', 'L')",L
37558,"('B', 'E', 'L')",E
37559,"('J', 'L', 'M', 'O')",M
37560,"('A', 'J', 'K', 'N')",A
37561,"('A', 'D', 'P', 'Q')",A
37562,"('G', 'J', 'M', 'N')",J
37563,"('A', 'E', 'L')",E
37564,"('C', 'E', 'G', 'M')",C
37565,"('E', 'H', 'Q')",H
37566,"('C', 'E', 'O')",E
37567,"('G', 'Q')",Q
37568,"('A', 'E', 'G', 'K')",E
37569,"('C', 'H')",H
37570,"('H', 'K', 'Q')",H
37571,"('E', 'F', 'L', 'M')",E
37572,"('B', 'K', 'M')",B
37573,"('B', 'C', 'G', 'K')",K
37574,"('B', 'C', 'D', 'M')",D
37575,"('A', 'I')",A
37576,"('D', 'L', 'M')",M
37577,"('D', 'E', 'N')",N
37578,"('A', 'D', 'N')",D
37579,"('B', 'I', 'L', 'M')",B
37580,"('E', 'L', 'Q')",L
37581,"('A', 'D', 'F', 'M')",F
37582,"('E', 'F')",E
37583,"('G', 'J', 'L', 'O')",G
37584,"('F', 'G', 'J', 'M')",J
37585,"('K', 'L')",L
37586,"('D', 'N', 'O')",D
37587,"('A', 'G', 'J')",A
37588,"('D', 'I', 'L', 'N')",I
37589,"('F', 'G')",G
37590,"('J', 'O')",O
37591,"('B', 'C', 'E', 'K')",C
37592,"('F', 'N')",N
37593,"('B', 'H', 'I')",B
37594,"('C', 'D', 'P', 'Q')",P
37595,"('D', 'J', 'M', 'N')",N
37596,"('B', 'J')",J
37597,"('D', 'J', 'M')",D
37598,"('C', 'H', 'J', 'Q')",C
37599,"('A', 'C', 'F', 'N')",C
37600,"('B', 'F', 'O', 'Q')",O
37601,"('B', 'F', 'M', 'O')",F
37602,"('K', 'N', 'Q')",N
37603,"('A', 'D', 'E', 'M')",A
37604,"('D', 'F', 'Q')",D
37605,"('F', 'K')",F
37606,"('C', 'F', 'L', 'M')",L
37607,"('A', 'D', 'H', 'P')",D
37608,"('B', 'F', 'J', 'N')",J
37609,"('A', 'C', 'H')",H
37610,"('D', 'L', 'M')",D
37611,"('N', 'Q')",N
37612,"('I', 'N', 'O')",O
37613,"('I', 'M', 'O', 'Q')",M
37614,"('H', 'M', 'N')",M
37615,"('F', 'H', 'K', 'O')",F
37616,"('D', 'L', 'Q')",D
37617,"('B', 'D', 'G')",D
37618,"('D', 'E', 'G', 'O')",D
37619,"('A', 'C', 'F', 'H')",F
37620,"('E', 'M')",E
37621,"('G', 'P', 'Q')",P
37622,"('E', 'L', 'M', 'P')",E
37623,"('N', 'O')",O
37624,"('D', 'F', 'H', 'J')",D
37625,"('M', 'Q')",M
37626,"('B', 'C', 'K', 'O')",O
37627,"('C', 'F', 'L')",F
37628,"('C', 'G')",G
37629,"('E', 'L', 'O', 'P')",L
37630,"('B', 'C', 'E', 'Q')",B
37631,"('B', 'C')",B
37632,"('A', 'D', 'I', 'O')",D
37633,"('B', 'E', 'I')",B
37634,"('E', 'J', 'L')",E
37635,"('E', 'F', 'I', 'P')",I
37636,"('B', 'G')",G
37637,"('K', 'L', 'M', 'P')",M
37638,"('C', 'F', 'K')",K
37639,"('F', 'G')",F
37640,"('B', 'H', 'K', 'L')",K
37641,"('D', 'G', 'M')",D
37642,"('B', 'D', 'H')",D
37643,"('B', 'M', 'O')",O
37644,"('C', 'J', 'M')",J
37645,"('B', 'D', 'K', 'O')",D
37646,"('H', 'I')",H
37647,"('D', 'O', 'Q')",D
37648,"('G', 'J')",J
37649,"('L', 'M')",M
37650,"('A', 'G', 'H', 'P')",P
37651,"('F', 'H', 'I', 'K')",F
37652,"('D', 'F')",D
37653,"('B', 'P')",B
37654,"('A', 'F', 'H', 'N')",F
37655,"('A', 'I', 'N', 'Q')",Q
37656,"('B', 'I', 'J', 'N')",J
37657,"('F', 'I')",F
37658,"('B', 'G', 'N')",G
37659,"('A', 'G')",G
37660,"('A', 'D', 'G', 'Q')",D
37661,"('F', 'N', 'Q')",F
37662,"('A', 'E', 'J', 'Q')",E
37663,"('D', 'H', 'K')",D
37664,"('L', 'P', 'Q')",L
37665,"('C', 'D')",C
37666,"('K', 'L', 'N', 'P')",L
37667,"('A', 'E', 'G', 'J')",G
37668,"('O', 'P')",O
37669,"('K', 'L')",L
37670,"('B', 'G', 'M', 'P')",G
37671,"('O', 'Q')",O
37672,"('H', 'O')",O
37673,"('M', 'O')",M
37674,"('C', 'L', 'N', 'Q')",L
37675,"('D', 'H', 'L', 'P')",L
37676,"('C', 'F', 'P')",C
37677,"('B', 'D', 'F', 'N')",F
37678,"('B', 'L')",B
37679,"('K', 'P', 'Q')",K
37680,"('C', 'K')",C
37681,"('B', 'G', 'J')",G
37682,"('N', 'O')",N
37683,"('A', 'O')",A
37684,"('B', 'E', 'N')",E
37685,"('J', 'L')",J
37686,"('K', 'O')",K
37687,"('B', 'O')",B
37688,"('B', 'C', 'D', 'M')",D
37689,"('F', 'M', 'N', 'P')",F
37690,"('H', 'L', 'N')",H
37691,"('C', 'I', 'N')",N
37692,"('F', 'K', 'M', 'Q')",M
37693,"('A', 'L', 'M', 'O')",A
37694,"('B', 'K', 'N')",K
37695,"('B', 'E')",E
37696,"('E', 'P')",E
37697,"('C', 'G', 'M', 'Q')",C
37698,"('G', 'H')",G
37699,"('E', 'H', 'L', 'Q')",E
37700,"('I', 'N')",N
37701,"('A', 'B', 'F', 'H')",F
37702,"('D', 'O')",O
37703,"('L', 'N', 'O')",L
37704,"('A', 'B')",A
37705,"('F', 'K', 'N')",F
37706,"('J', 'K')",K
37707,"('C', 'I', 'J', 'Q')",Q
37708,"('C', 'E', 'F', 'O')",E
37709,"('H', 'K', 'L')",L
37710,"('B', 'C', 'E')",C
37711,"('A', 'E', 'N', 'P')",N
37712,"('F', 'H', 'I', 'Q')",Q
37713,"('E', 'L', 'N')",N
37714,"('C', 'E')",E
37715,"('B', 'H', 'I')",B
37716,"('B', 'F', 'I', 'L')",L
37717,"('M', 'N', 'P')",N
37718,"('G', 'N')",G
37719,"('D', 'G', 'N', 'O')",N
37720,"('A', 'B', 'H')",H
37721,"('M', 'O')",M
37722,"('A', 'D', 'K', 'N')",K
37723,"('A', 'G', 'L', 'Q')",A
37724,"('A', 'H', 'K', 'Q')",K
37725,"('F', 'G')",F
37726,"('A', 'I', 'K')",A
37727,"('B', 'N', 'Q')",B
37728,"('B', 'C', 'F', 'J')",B
37729,"('L', 'N', 'O')",O
37730,"('G', 'I', 'L')",L
37731,"('G', 'H', 'M', 'N')",G
37732,"('B', 'D', 'F')",F
37733,"('G', 'H', 'N', 'P')",H
37734,"('K', 'P')",K
37735,"('E', 'G')",G
37736,"('A', 'J')",A
37737,"('A', 'F', 'L', 'P')",L
37738,"('A', 'G', 'J', 'M')",G
37739,"('A', 'E', 'F', 'O')",O
37740,"('C', 'F', 'K')",C
37741,"('D', 'J', 'L', 'O')",L
37742,"('B', 'C', 'J', 'M')",B
37743,"('D', 'H', 'I', 'L')",L
37744,"('B', 'C', 'H', 'P')",C
37745,"('E', 'G', 'H', 'M')",E
37746,"('B', 'K', 'O')",B
37747,"('A', 'G', 'N')",N
37748,"('A', 'C', 'P')",A
37749,"('C', 'H', 'K')",C
37750,"('A', 'B', 'D')",A
37751,"('M', 'O')",M
37752,"('D', 'I', 'Q')",I
37753,"('C', 'P')",C
37754,"('J', 'K', 'M', 'Q')",Q
37755,"('C', 'D', 'E', 'P')",E
37756,"('B', 'I', 'K')",K
37757,"('G', 'I', 'P')",G
37758,"('A', 'H', 'J', 'M')",H
37759,"('A', 'F')",F
37760,"('E', 'H', 'J', 'Q')",H
37761,"('G', 'L', 'P')",L
37762,"('I', 'M')",M
37763,"('C', 'G', 'O')",O
37764,"('E', 'G', 'L', 'Q')",G
37765,"('D', 'E', 'H', 'Q')",H
37766,"('C', 'N')",C
37767,"('L', 'M')",M
37768,"('G', 'K', 'O', 'P')",K
37769,"('K', 'M', 'N')",K
37770,"('G', 'K')",G
37771,"('I', 'L')",L
37772,"('D', 'E')",E
37773,"('H', 'Q')",H
37774,"('C', 'I', 'J', 'K')",I
37775,"('B', 'N')",N
37776,"('A', 'M')",M
37777,"('F', 'G')",G
37778,"('C', 'N', 'O', 'P')",C
37779,"('E', 'I')",E
37780,"('A', 'F', 'K')",F
37781,"('A', 'H', 'K', 'P')",K
37782,"('C', 'M', 'P')",P
37783,"('J', 'P')",J
37784,"('B', 'E')",B
37785,"('E', 'K')",E
37786,"('E', 'H', 'L', 'O')",H
37787,"('J', 'N')",N
37788,"('B', 'D', 'O', 'P')",D
37789,"('A', 'D')",D
37790,"('E', 'N')",E
37791,"('I', 'P', 'Q')",I
37792,"('D', 'L')",D
37793,"('A', 'E', 'P')",A
37794,"('A', 'B', 'G', 'O')",O
37795,"('E', 'K', 'Q')",E
37796,"('E', 'F')",E
37797,"('C', 'H', 'J')",J
37798,"('A', 'B', 'J', 'L')",A
37799,"('D', 'J', 'K', 'P')",D
37800,"('B', 'H', 'J', 'K')",K
37801,"('E', 'F', 'I', 'K')",E
37802,"('H', 'K')",K
37803,"('A', 'B', 'E', 'L')",E
37804,"('K', 'O')",O
37805,"('A', 'N', 'Q')",A
37806,"('C', 'F', 'I', 'L')",C
37807,"('L', 'O')",O
37808,"('C', 'I', 'J')",I
37809,"('E', 'P', 'Q')",E
37810,"('G', 'K', 'P', 'Q')",K
37811,"('A', 'C', 'F', 'L')",L
37812,"('K', 'N', 'P')",K
37813,"('A', 'K', 'L', 'P')",A
37814,"('B', 'M')",M
37815,"('I', 'L', 'M', 'O')",O
37816,"('B', 'N', 'P', 'Q')",B
37817,"('H', 'I', 'O', 'Q')",I
37818,"('J', 'K')",K
37819,"('B', 'Q')",B
37820,"('M', 'P')",P
37821,"('C', 'D', 'E', 'M')",M
37822,"('A', 'B')",B
37823,"('B', 'F', 'O')",O
37824,"('B', 'C')",C
37825,"('E', 'F', 'P')",F
37826,"('B', 'I')",I
37827,"('A', 'L')",A
37828,"('A', 'E', 'O')",E
37829,"('I', 'L')",L
37830,"('C', 'H', 'I', 'P')",C
37831,"('F', 'O')",F
37832,"('F', 'J', 'L', 'O')",L
37833,"('C', 'O')",C
37834,"('E', 'L')",E
37835,"('F', 'O')",F
37836,"('C', 'M', 'O')",C
37837,"('A', 'B', 'F')",F
37838,"('M', 'O')",M
37839,"('A', 'P')",A
37840,"('B', 'P')",B
37841,"('C', 'O')",C
37842,"('F', 'N')",F
37843,"('B', 'F', 'N')",N
37844,"('F', 'I', 'K')",K
37845,"('A', 'C', 'D', 'Q')",A
37846,"('C', 'L', 'O', 'Q')",C
37847,"('C', 'L', 'M', 'Q')",L
37848,"('F', 'J', 'K')",F
37849,"('D', 'N', 'P')",N
37850,"('D', 'L', 'Q')",L
37851,"('A', 'M')",M
37852,"('F', 'K')",F
37853,"('C', 'F', 'L')",L
37854,"('G', 'J', 'N')",J
37855,"('E', 'O', 'Q')",O
37856,"('A', 'D', 'F', 'O')",A
37857,"('A', 'C', 'H', 'O')",O
37858,"('A', 'F', 'L')",F
37859,"('F', 'G', 'J')",F
37860,"('C', 'O')",O
37861,"('D', 'K')",D
37862,"('K', 'N', 'Q')",Q
37863,"('G', 'K', 'O')",O
37864,"('B', 'E', 'J')",E
37865,"('C', 'F')",F
37866,"('E', 'Q')",E
37867,"('D', 'L')",L
37868,"('D', 'O', 'P', 'Q')",D
37869,"('C', 'F', 'K')",C
37870,"('D', 'I', 'L', 'N')",D
37871,"('D', 'E', 'M')",E
37872,"('C', 'J', 'M')",C
37873,"('E', 'O')",O
37874,"('A', 'B')",A
37875,"('F', 'G', 'K')",G
37876,"('C', 'K', 'L')",L
37877,"('C', 'F', 'H')",C
37878,"('C', 'H')",C
37879,"('B', 'E', 'J', 'M')",J
37880,"('C', 'M', 'O')",C
37881,"('C', 'M', 'O')",O
37882,"('A', 'D', 'G', 'P')",D
37883,"('J', 'K', 'L')",K
37884,"('B', 'H', 'J')",H
37885,"('A', 'D', 'E', 'Q')",E
37886,"('G', 'L', 'M', 'O')",G
37887,"('J', 'O')",J
37888,"('C', 'L', 'O')",L
37889,"('A', 'O', 'Q')",Q
37890,"('D', 'H', 'I', 'Q')",D
37891,"('F', 'H', 'K')",H
37892,"('B', 'I', 'J', 'M')",J
37893,"('B', 'F', 'P')",F
37894,"('A', 'D', 'I', 'P')",A
37895,"('A', 'L', 'N')",L
37896,"('E', 'K', 'L', 'Q')",K
37897,"('G', 'H', 'Q')",Q
37898,"('E', 'F', 'H', 'L')",E
37899,"('D', 'K', 'M')",D
37900,"('A', 'B', 'E', 'I')",E
37901,"('E', 'F', 'I', 'L')",E
37902,"('C', 'M', 'Q')",C
37903,"('A', 'B', 'E', 'G')",E
37904,"('E', 'G')",E
37905,"('D', 'J', 'K', 'O')",O
37906,"('L', 'P', 'Q')",L
37907,"('O', 'Q')",Q
37908,"('K', 'M')",M
37909,"('B', 'G', 'I', 'L')",L
37910,"('F', 'O', 'P')",F
37911,"('D', 'J', 'L')",D
37912,"('M', 'N')",N
37913,"('D', 'F')",D
37914,"('J', 'K', 'L', 'N')",N
37915,"('E', 'L')",E
37916,"('B', 'L', 'O')",L
37917,"('I', 'O')",I
37918,"('K', 'L', 'M', 'N')",M
